,Creator,start_date,Employee,end_date
611,Samuel Rogers,2022-06-23 13:49:13,Eddie Rivera,2022-07-17 13:49:13
612,Donald Woods,2022-06-26 18:57:44,Cassandra Salamanca,2022-07-21 18:57:44
613,Mattie Garza,2022-06-28 08:38:00,Nichole Lockett,2022-07-24 08:38:00
614,Larry Hopper,2022-07-02 08:16:06,Betty Workman,2022-07-25 08:16:06
615,Elijah Johnson,2022-07-10 03:47:37,Betty Workman,2022-08-02 03:47:37
616,Carl James,2022-07-13 02:26:36,Fredrick Elfrink,2022-08-01 02:26:36
617,Virginia Wolfe,2022-07-16 14:59:58,Fredrick Elfrink,2022-08-01 14:59:58
618,Julie Jackson,2022-07-19 16:55:20,Cassandra Salamanca,2022-08-05 16:55:20
619,Robert Ham,2022-07-23 04:25:48,Betty Workman,2022-08-05 04:25:48
620,Robert Feinstein,2022-07-24 19:34:32,Jane Richardson,2022-07-29 19:34:32
621,Ruth Hall,2022-07-30 10:22:12,Sarah Ayers,2022-08-02 10:22:12
622,Lorene Beauchesne,2022-07-31 11:19:46,Cassandra Salamanca,2022-08-15 11:19:46
623,Jessie Freitas,2022-08-03 15:21:28,Gilberto Delossantos,2022-08-14 15:21:28
624,Evelyn Hudson,2022-08-06 08:06:20,Fredrick Elfrink,2022-08-20 08:06:20
625,Robert Huff,2022-08-10 12:41:50,Eddie Rivera,2022-09-07 12:41:50
626,Jewel West,2022-08-13 21:43:24,Nichole Lockett,2022-08-21 21:43:24
627,Jeffrey Nassar,2022-08-14 18:15:54,Frederick Krol,2022-09-01 18:15:54
628,Julie Mccrate,2022-08-15 13:43:34,Gilberto Delossantos,2022-08-25 13:43:34
629,Amy Brock,2022-08-16 08:12:19,Eddie Rivera,2022-08-25 08:12:19
630,Dolores Gamboa,2022-08-20 02:34:09,Bruce Gulley,2022-09-14 02:34:09
631,Robert Watson,2022-08-20 07:12:49,Betty Workman,2022-09-18 07:12:49
632,Fredrick Beckett,2022-08-20 18:08:15,Frederick Krol,2022-08-24 18:08:15
633,Charles Dubose,2022-08-22 13:26:24,Jane Richardson,2022-09-09 13:26:24
634,Michaela Collier,2022-08-29 06:47:55,Sarah Ayers,2022-09-14 06:47:55
635,Fermin Garmon,2022-09-01 07:46:09,Bruce Gulley,2022-09-18 07:46:09
636,Merle Borovec,2022-09-01 09:24:51,Betty Workman,2022-09-30 09:24:51
637,Pamela Roffe,2022-09-02 10:02:27,Fredrick Elfrink,2022-09-05 10:02:27
638,Mary Pankratz,2022-09-03 16:13:07,Betty Workman,2022-09-19 16:13:07
639,Jason Vasquez,2022-09-06 18:53:06,Cassandra Salamanca,2022-09-16 18:53:06
640,Kim Hasty,2022-09-07 07:07:26,Frederick Krol,2022-09-22 07:07:26
641,Gregory Johnson,2022-09-07 11:21:46,Gilberto Delossantos,2022-09-11 11:21:46
642,Betty Williamson,2022-09-09 14:54:13,Jane Richardson,2022-09-11 14:54:13
643,Betty Kimbrough,2022-09-11 05:59:17,Bruce Gulley,2022-09-26 05:59:17
644,Walter Vahey,2022-09-13 11:17:18,Fredrick Elfrink,2022-09-28 11:17:18
645,Calvin Lovell,2022-09-17 01:32:50,Fredrick Elfrink,2022-10-01 01:32:50
646,Cheryl Smith,2022-09-18 10:30:37,Betty Workman,2022-09-21 10:30:37
647,Michael Louis,2022-09-21 20:37:01,Bruce Gulley,
648,Walter Leonberger,2022-09-22 00:33:34,Jane Richardson,
649,Dan Karlin,2022-09-27 05:41:37,Fredrick Elfrink,
650,Roy Mathis,2022-10-03 14:35:55,Gilberto Delossantos,
651,James Schrandt,2022-10-03 15:52:24,Cassandra Salamanca,
652,Ashley Greer,2022-10-06 11:31:33,Bruce Gulley,
653,Doris Burrage,2022-10-07 01:51:52,Eddie Rivera,
654,Pedro Wright,2022-10-09 12:58:28,Eddie Rivera,
655,Gregory Wood,2022-10-15 01:34:45,Gilberto Delossantos,
656,Leah Wheatley,2022-10-16 05:41:35,Fredrick Elfrink,
657,Susan Hill,2022-10-18 12:58:29,Sarah Ayers,
658,Mickey Gibson,2022-10-20 18:02:25,Fredrick Elfrink,
659,David Proulx,2022-10-20 23:31:49,Frederick Krol,
660,Natalie Minder,2022-10-26 21:46:52,Jane Richardson,
661,Norman Rosales,2022-10-28 01:07:13,Betty Workman,
662,Kelly Mckinney,2022-10-28 10:51:00,Bruce Gulley,
663,Michael Macon,2022-10-29 01:04:15,Frederick Krol,
664,Annie Key,2022-11-01 20:03:41,Sarah Ayers,
665,Christina Emery,2022-11-01 23:37:06,Eddie Rivera,
666,Troy Wood,2022-11-02 18:02:38,Jane Richardson,
667,Michael Chapman,2022-11-03 05:51:38,Bruce Gulley,
668,Clyde Hart,2022-11-03 07:00:13,Gilberto Delossantos,
669,Madaline Estorga,2022-11-09 23:09:12,Betty Workman,
670,Paula Mcguire,2022-11-15 11:03:34,Jane Richardson,
671,Mattie Beason,2022-11-15 17:10:36,Sarah Ayers,
672,Mary Razo,2022-11-16 18:04:19,Eddie Rivera,
673,Chelsey Butler,2022-11-17 18:42:46,Gilberto Delossantos,
674,Janie Olson,2022-11-20 14:00:40,Cassandra Salamanca,
675,Daniel Johnson,2022-11-21 06:50:24,Sarah Ayers,
676,Gonzalo Russell,2022-11-22 11:17:26,Bruce Gulley,
677,Wayne Tobin,2022-11-22 20:18:27,Jane Richardson,
678,Calvin Krokos,2022-11-23 10:41:45,Fredrick Elfrink,
679,Carol Frazier,2022-11-24 16:56:04,Fredrick Elfrink,
680,Craig Danna,2022-11-25 18:23:47,Gilberto Delossantos,
681,Phillip Bedard,2022-12-02 13:51:23,Fredrick Elfrink,
682,Edith Vaught,2022-12-03 13:01:02,Bruce Gulley,
683,Carlos Bertozzi,2022-12-04 01:58:33,Cassandra Salamanca,
684,Sara Jacob,2022-12-05 10:59:03,Eddie Rivera,
685,Paul Kellstrom,2022-12-09 07:05:31,Bruce Gulley,
686,Brenda Espinosa,2022-12-13 13:31:48,Frederick Krol,
687,Samantha White,2022-12-14 04:20:41,Betty Workman,
688,Calvin Franklin,2022-12-17 15:52:59,Fredrick Elfrink,
689,Paul Hodges,2022-12-21 10:11:17,Sarah Ayers,
690,William Jimenez,2022-12-23 18:06:36,Eddie Rivera,
691,Regina Earhart,2022-12-27 13:40:53,Jane Richardson,
692,Bridget Kasprzak,2022-12-28 20:02:40,Betty Workman,
693,Travis Rezak,2022-12-30 08:53:27,Nichole Lockett,
694,Trena Vachon,2022-12-30 13:00:34,Fredrick Elfrink,
695,Sonia Dadson,2023-01-01 06:08:38,Betty Workman,
696,Angela Granville,2023-01-01 18:19:48,Sarah Ayers,
697,Cody Fuller,2023-01-04 04:56:42,Cassandra Salamanca,
698,Lydia Christensen,2023-01-09 01:51:33,Jane Richardson,
699,Dennis Dodson,2023-01-11 14:10:53,Bruce Gulley,
